project,pull_number,actor,project_age_month,no_commits,PR_size(SLOC),no_changed_files,time_to_merge_h,is_gpt
invariant-labs_webapp,657,p6te,29,7,271,22,185.191,1
isMrFan_dk-plus-ui,112,ismrfan,7,2,158,7,15.656,0
isucon_isucon11-final,58,fujishigetemma,1,7,310,7,215.107,0
isucon_isucon11-final,97,fujishigetemma,1,2,71,4,141.762,0
isucon_isucon11-final,423,fujishigetemma,3,2,114,9,2.379,0
isucon_isucon11-final,380,motoki317,3,9,380,11,4.586,0
isucon_isucon11-final,212,motoki317,2,10,223,10,1.755,0
isucon_isucon11-final,356,motoki317,3,4,58,4,41.277,0
j178_chatgpt,64,j178,1,1,60,1,7.189,1
jaanauati_react-dfp,200,jaanauati,50,1,179,6,25.173,0
jaanauati_react-dfp,29,jaanauati,13,3,46,5,13358.222,0
jesse-ai_jesse,407,saleh-mir,57,2,9,2,502.323,1
jht3820_luna-pipe,1521,jht3820,5,1,39,1,0.005,0
jht3820_luna-pipe,1525,jht3820,5,1,184,1,0.007,0
jht3820_luna-pipe,1533,jht3820,5,1,439,1,0.055,0
jht3820_luna-pipe,1611,jht3820,6,1,6,1,0.003,0
jigintern_intern-dev-tutorial,28,dicenull,2,8,98,206,3.268,0
jina-ai_docsQA-ui,104,nomagick,8,2,41,3,1.659,1
jmxx219_CS-Study,165,jmxx219,10,1,7,1,11.198,0
johannschopplich_unlazy,15,johannschopplich,2,7,135,10,289.098,1
josdejong_jsonrepair,91,josdejong,29,2,50,3,138.399,1
jumpserver_lina,3564,huailei000,44,2,1400,25,336.484,0
jumpserver_jumpserver,12207,feng626,112,2,534,12,184.971,0
jumpserver_jumpserver,12287,huailei000,113,1,2,1,0.109,0
jupyterlab_jupyter-ai,564,andrii-i,10,48,9555,92,818.258,1
jupyterlab_jupyter-ai,340,dlqqq,6,4,52,4,0.872,0
jxnl_instructor,154,jxnl,4,11,6455,24,266.067,1
jxnl_instructor,171,jxnl,4,5,143,6,11.727,1
jxnl_instructor,173,jxnl,4,1,2,1,0.848,1
jxnl_instructor,425,jxnl,7,4,112,4,160.277,1
kalvilabs_kalvi,19,shikharpa,0,1,438,14,194.931,1
kellyjonbrazil_jc,528,kellyjonbrazil,51,8,622,18,85.593,0
keptn_lifecycle-toolkit,2412,bacherfl,14,2,6,2,27.069,0
keras-team_keras-io,57,fchollet,0,12,2529,22,248.751,0
keyshade-xyz_keyshade,129,rajdip-b,1,3,13613,19,18.376,1
keyshade-xyz_keyshade,106,rajdip-b,1,4,181,11,0.843,1
keyshade-xyz_keyshade,100,rajdip-b,1,2,225,18,0.294,1
keyshade-xyz_keyshade,132,rajdip-b,1,2,76,2,20.161,1
keyshade-xyz_keyshade,133,rajdip-b,1,18,355,38,202.525,1
keyshade-xyz_keyshade,144,rajdip-b,1,2,4,2,0.167,1
keyshade-xyz_keyshade,153,rajdip-b,1,12,4704,237,72.296,1
keyshade-xyz_keyshade,112,rajdip-b,1,5,507,29,18.208,1
keyshade-xyz_keyshade,156,rajdip-b,2,5,289,17,42.772,1
keyshade-xyz_keyshade,101,rajdip-b,1,5,139,13,0.778,1
keyshade-xyz_keyshade,163,rajdip-b,2,1,2,1,0.619,1
keyshade-xyz_keyshade,165,rajdip-b,2,11,7601,158,549.069,1
keyshade-xyz_keyshade,168,rajdip-b,2,2,787,21,0.163,1
keyshade-xyz_keyshade,98,rajdip-b,1,6,308,15,1.173,1
keyshade-xyz_keyshade,169,rajdip-b,2,1,4,3,0.294,1
keyshade-xyz_keyshade,93,kriptonian1,1,1,8,1,0.005,1
keyshade-xyz_keyshade,170,rajdip-b,2,2,7,4,48.858,1
keyshade-xyz_keyshade,88,rajdip-b,0,1,2,1,17.224,1
keyshade-xyz_keyshade,90,rajdip-b,1,1,5,1,0.021,1
keyshade-xyz_keyshade,158,rajdip-b,2,7,24515,103,86.964,1
kirillzyusko_react-native-keyboard-controller,380,kirillzyusko,22,5,96,11,29.609,1
kiss-community_community,106,git-bruh,1,1,77,5,17.536,0
kono-dada_Sakuranotoki-Chinese,40,kono-dada,8,20,1061,204,2.801,0
kosukesaigusa_mottai-flutter-app,69,haterain0203,18,23,589,27,68.347,0
kosukesaigusa_mottai-flutter-app,89,haterain0203,18,9,135,9,2.318,0
krahets_hello-algo,962,krahets,12,2,94,2,476.589,0
krahets_hello-algo,1019,krahets,13,7,272,11,241.89,1
krahets_hello-algo,1206,krahets,16,7,794,43,69.274,1
krishnaik06_The-Grand-Complete-Data-Science-Materials,39,krishnaik06,2,6,155,7,0.652,1
kubaceg_sofar_g3_lsw3_logger_reader,13,kubaceg,9,16,1306,61,1585.788,1
kubernetes_kube-openapi,411,k8s-ci-robot,71,6,1369,18,441.261,1
kubescape_regolibrary,600,yiscahlevysilas1,30,2,10,3,66.815,1
kubescape_regolibrary,584,yiscahlevysilas1,29,1,124,1,173.818,1
kubescape_regolibrary,599,yiscahlevysilas1,30,1,3,1,19.794,1
kubescape_regolibrary,598,yiscahlevysilas1,30,2,88,7,1.891,1
kubescape_regolibrary,597,yiscahlevysilas1,30,1,124,1,0.171,1
kubescape_regolibrary,596,yiscahlevysilas1,30,3,1512,36,1.674,1
kubescape_regolibrary,595,yiscahlevysilas1,30,1,588,24,0.54,1
kubescape_regolibrary,594,yiscahlevysilas1,30,2,1706,62,3.609,1
kubescape_regolibrary,593,yiscahlevysilas1,29,2,520,24,1.468,1
kubescape_regolibrary,592,yiscahlevysilas1,29,8,4298,47,66.331,1
kubescape_regolibrary,602,yiscahlevysilas1,30,4,155450,51,5.479,1
kubescape_regolibrary,603,yiscahlevysilas1,30,1,2,1,1.5,1
kubescape_regolibrary,604,yiscahlevysilas1,30,1,3,1,0.977,1
kubescape_regolibrary,605,yiscahlevysilas1,30,6,533,9,28.231,1
kubescape_regolibrary,606,yiscahlevysilas1,30,1,4,1,0.077,1
kubescape_regolibrary,607,yiscahlevysilas1,30,1,2,1,0.087,1
kubescape_regolibrary,608,yiscahlevysilas1,30,1,5,1,0.119,1
kubescape_regolibrary,609,yiscahlevysilas1,30,1,10,1,101.398,1
kubescape_regolibrary,580,yiscahlevysilas1,29,1,152,4,0.396,1
kubescape_regolibrary,590,yuleib,29,1,12,1,0.342,1
kubescape_regolibrary,588,yiscahlevysilas1,29,1,12,6,101.241,1
kubescape_regolibrary,587,yiscahlevysilas1,29,1,8,4,25.604,1
kubescape_regolibrary,585,yiscahlevysilas1,29,1,4,1,101.874,1
kubescape_regolibrary,601,yiscahlevysilas1,30,1,6,3,0.437,1
kubescape_regolibrary,582,dwertent,29,1,51,1,0.013,1
kubescape_regolibrary,579,dwertent,29,1,198,4,1.473,1
kubescape_helm-charts,387,dwertent,16,1,2,1,118.351,1
kubescape_helm-charts,408,dwertent,17,7,647,73,157.417,1
kubescape_helm-charts,407,dwertent,17,1,90,3,0.037,1
kubescape_helm-charts,404,dwertent,17,1,654,2,6.147,1
kubescape_helm-charts,403,dwertent,17,1,286,10,79.724,1
kubescape_helm-charts,402,dwertent,17,4,61,10,92.829,1
kubescape_helm-charts,401,dwertent,17,1,2,1,117.221,1
kubescape_helm-charts,399,amirmalka,17,1,4,1,17.868,1
kubescape_helm-charts,398,amirmalka,17,1,1,1,36.305,1
kubescape_helm-charts,396,dwertent,17,2,142,5,74.429,1
kubescape_helm-charts,395,dwertent,17,1,563,82,0.094,1
kubescape_helm-charts,394,amirmalka,17,5,103,14,20.581,1
kubescape_helm-charts,392,matthyx,17,2,88,5,1.629,1
kubescape_helm-charts,391,dwertent,17,1,4,1,256.558,1
kubescape_helm-charts,389,dwertent,16,8,165,15,28.021,1
kubescape_helm-charts,388,slashben,16,2,42,2,23.408,1
kubescape_helm-charts,382,dwertent,16,3,227,8,18.214,1
kubescape_helm-charts,381,dwertent,16,1,46,3,92.249,1
kubescape_helm-charts,379,dwertent,16,17,1088,37,28.92,1
kubescape_github-action,65,dwertent,18,1,2,1,0.104,1
kubescape_helm-charts,412,dwertent,18,1,4,1,24.577,1
kubescape_kubevuln,204,dwertent,22,1,8,2,2.001,1
kubescape_helm-charts,405,dwertent,17,1,29,4,0.041,1
kubescape_kubevuln,213,matthyx,23,2,85,7,5.337,1
kubescape_regolibrary,568,kooomix,28,1,12,1,0.536,1
kubescape_regolibrary,571,dwertent,29,1,6,1,0.031,1
kubescape_regolibrary,566,slashben,28,1,273,11,3.937,1
kubescape_regolibrary,564,yuleib,28,1,2995,13,6.628,1
kubescape_kubevuln,211,matthyx,23,2,125,4,140.674,1
kubescape_regolibrary,572,kooomix,29,1,14,7,2.106,1
kubescape_regolibrary,573,yiscahlevysilas1,29,1,126,1,1.92,1
kubescape_regolibrary,574,yiscahlevysilas1,29,1,6,1,0.268,1
kubescape_regolibrary,581,yiscahlevysilas1,29,1,263,11,0.305,1
kubescape_regolibrary,576,dwertent,29,3,132,3,22.303,1
kubescape_operator,212,dwertent,23,4,179,8,19.626,1
kubescape_operator,211,matthyx,23,1,808,8,124.063,1
kubescape_operator,207,dwertent,22,7,11927,68,139.1,1
kubescape_operator,205,dwertent,22,6,485,13,19.48,1
kubescape_kubevuln,216,dwertent,23,1,6,2,8.839,1
kubescape_kubevuln,215,matthyx,23,1,16,1,75.971,1
kubescape_operator,214,dwertent,23,1,15,1,164.883,1
kubescape_regolibrary,570,yiscahlevysilas1,29,5,1080,27,1691.658,1
kufu_product-design,126,ayumizu,5,3,60,3,1433.135,0
lablab-ai_archived-tutorials,43,flafi87,0,1,88,1,5.859,0
lablab-ai_community-content,17,flafi87,0,1,88,1,0.062,0
labring_FastGPT,302,c121914yu,6,2,13,2,94.442,1
labring_laf,1523,maslow,30,3,177,4,67.276,0
langchain-ai_langchain,6887,hwchase17,8,2,4,2,7.911,0
langchain-ai_langchainjs,1679,nfcampos,4,1,18,3,76.176,0
langchain-ai_langchainjs,289,nfcampos,1,1,24,3,4.17,0
langchain-ai_langchain,9563,baskaryan,10,2,15,2,18.315,1
langchain4j_langchain4j,691,langchain4j,8,9,1764,36,450.544,1
langfuse_langfuse-docs,362,marcklingen,8,24,1305,78,169.811,0
langfuse_langfuse-docs,544,marcklingen,10,6,214,38,19.851,0
langgenius_dify,2651,crazywoola,10,5,2881,25,0.189,1
langroid_langroid,297,pchalasani,6,12,412,22,72.471,1
lastmile-ai_semantic-retrieval,87,jonathanlastmileai,5,1,173,5,3.216,1
lastmile-ai_aiconfig,1112,rossdanlm,5,1,40,2,18.951,0
lastmile-ai_semantic-retrieval,55,rholinshead,5,1,119,10,23.286,0
leanprover-community_mathzoo,8,dselsam,1,1,11,1,1.809,0
leanprover-community_mathzoo,9,dselsam,1,1,14,1,1.626,0
leejet_stable-diffusion.cpp,75,leejet,2,67,129876,171,814.34,1
lehner_gpt,18,lehner,3,8,91,8,1.295,0
lehner_gpt,138,lehner,45,2,4,2,17.81,0
lehner_gpt,21,lehner,3,4,83,4,0.366,0
lehner_gpt,40,lehner,4,1,2,1,12.638,0
lehner_gpt,27,lehner,3,5,64,7,84.928,0
lehner_gpt,6,lehner,1,1,2,1,0.167,0
lehner_gpt,51,lehner,5,1,2,1,0.337,0
lehner_gpt,78,lehner,11,6,488,7,27.731,0
lehner_gpt,34,lehner,4,1,46,1,16.715,0
lehner_gpt,25,lehner,3,1,4,1,2.692,0
leonardocustodio_polkadart,434,leonardocustodio,20,1,29,4,0.26,1
leonardocustodio_polkadart,424,leonardocustodio,19,5,481,20,0.621,1
leonardocustodio_polkadart,417,leonardocustodio,19,19,199942,138,484.694,1
leonardocustodio_polkadart,432,leonardocustodio,20,1,20,10,0.469,1
leonardocustodio_polkadart,431,leonardocustodio,20,6,492,13,0.124,1
leonardocustodio_polkadart,430,leonardocustodio,19,12,37,13,7.083,1
leonardocustodio_polkadart,429,leonardocustodio,19,12,485,25,0.05,1
leonardocustodio_polkadart,421,leonardocustodio,19,4,414,15,41.02,1
lfapac-open-source-evangelist_translation,414,terizhao,21,2,103,2,20.186,0
libyui_libyui,33,mvidner,2,4,119,24,475.974,0
lightningnetwork_lnd,7518,roasbeef,86,11,1187,30,3482.441,1
lima-vm_lima,1065,jandubois,16,1,684,27,1214.228,0
line_armeria,4957,minwoox,90,11,831,12,1544.882,1
linka-app_linka,11,cmsax,13,58,4069,277,92.039,1
linux-odyssey_linux-odyssey,81,lancatlin,4,4,35,5,1.082,1
linux-odyssey_linux-odyssey,101,lancatlin,6,7,284,39,60.686,1
linux-odyssey_linux-odyssey,75,lancatlin,4,55,5496,220,1.215,1
linux-odyssey_linux-odyssey,74,lancatlin,4,10,208,17,7.075,1
linux-odyssey_linux-odyssey,73,lancatlin,4,10,182,21,7.179,1
linux-odyssey_linux-odyssey,36,lancatlin,2,24,1467,119,526.803,1
linux-odyssey_linux-odyssey,83,neilchen0812,4,6,444,29,3.142,1
linux-odyssey_linux-odyssey,110,lancatlin,7,5,317,19,58.889,1
linux-odyssey_linux-odyssey,102,lancatlin,7,25,20829,138,91.492,1
linux-odyssey_linux-odyssey,108,lancatlin,7,8,1164,40,957.183,1
linux-odyssey_linux-odyssey,107,lancatlin,7,19,897,101,764.903,1
linux-odyssey_linux-odyssey,104,lancatlin,7,28,1165,64,144.545,1
linux-odyssey_linux-odyssey,106,lancatlin,7,31,35246,151,765.308,1
linux-odyssey_linux-odyssey,98,lancatlin,6,4,30,6,262.744,1
linux-odyssey_linux-odyssey,99,lancatlin,6,6,309,21,525.124,1
linux-odyssey_linux-odyssey,84,lancatlin,4,7,209,11,0.697,1
linux-odyssey_linux-odyssey,78,lancatlin,4,1,44,3,0.016,1
linux-odyssey_linux-odyssey,86,lancatlin,4,3,191,9,0.196,1
linux-odyssey_linux-odyssey,45,lancatlin,3,23,1937,91,119.459,1
linux-odyssey_linux-odyssey,46,lancatlin,3,4,370,20,56.195,1
linux-odyssey_linux-odyssey,48,lancatlin,3,2,5,2,0.048,1
linux-odyssey_linux-odyssey,50,lancatlin,3,12,258,28,49.346,1
linux-odyssey_linux-odyssey,60,lancatlin,3,3,393,15,3.251,1
linux-odyssey_linux-odyssey,91,lancatlin,4,19,1323,86,270.895,1
linux-odyssey_linux-odyssey,61,lancatlin,3,16,1031,73,91.815,1
linux-odyssey_linux-odyssey,85,lancatlin,4,4,82,9,6.902,1
linux-odyssey_linux-odyssey,39,lancatlin,2,8,1041,44,39.107,1
linux-odyssey_linux-odyssey,65,lancatlin,4,4,289,25,18.435,1
linux-odyssey_linux-odyssey,68,lancatlin,4,12,708,51,24.623,1
linux-odyssey_linux-odyssey,72,annie04082020,4,2,78,6,22.976,1
linux-odyssey_linux-odyssey,90,lancatlin,4,2,22,3,11.63,1
linux-odyssey_linux-odyssey,87,annie04082020,4,13,445,31,47.073,1
linux-odyssey_linux-odyssey,63,lancatlin,3,17,1062,43,86.935,1
linuxdeepin_deepin-system-monitor,162,deepin-bot[bot],64,3,5,3,43.091,0
linuxdeepin_deepin-system-monitor,164,deepin-bot[bot],64,1,42,5,2310.779,0
linuxdeepin_deepin-system-monitor,165,deepin-bot[bot],64,1,42,1,0.764,0
linuxdeepin_deepin-system-monitor,161,deepin-bot[bot],64,1,113,4,139.359,0
linuxkit_linuxkit,3723,deitch,71,1,106,1,171.694,0
lm-sys_FastChat,2856,merrymercy,9,4,934,17,0.007,0
lobehub_lobe-tts,23,arvinxx,1,1,2,1,108.302,0
lobehub_lobe-chat,1339,arvinxx,8,3,642,74,40.351,1
logseq_logseq,9358,tiensonqin,35,6,54,6,21.834,1
logto-io_logto,4334,charieszhao,25,5,1342,43,13.273,0
lonePatient_awesome-pretrained-chinese-nlp-models,24,lonepatient,55,1,1,1,2.623,0
lonekorean_wordpress-export-to-markdown,67,lonekorean,31,1,9,1,24106.958,1
longhorn_longhorn-engine,1017,innobead,94,3,12565,191,360.152,0
longhorn_longhorn-engine,1021,innobead,94,3,11494,146,17.858,0
longhorn_longhorn-engine,1025,innobead,94,3,13597,237,294.027,0
mash-up-kr_moit-web,27,otterji,1,6,168,11,42.691,0
massalabs_station,931,thykof,12,5,37,6,71.051,1
mckaywrigley_chatbot-ui,181,mckaywrigley,0,4,42,4,9.977,1
mdn_content,31016,sideshowbarker,38,1,1,1,2.745,1
mdn_yari,10925,caugner,58,2,7,2,1.693,1
mendersoftware_mender-convert,187,mirzak,21,1,28,2,0.977,0
microsoft_gpt-review,15,danay1999,0,5,138,7,1.271,1
microsoft_SynapseML,1968,mhamilton723,71,1,4,1,88.976,1
microsoft_SynapseML,1969,mhamilton723,71,1,2,1,88.798,1
microsoft_SynapseML,1970,mhamilton723,71,1,6,1,88.741,1
microsoft_SynapseML,1971,mhamilton723,71,1,2,1,88.709,1
microsoft_autogen,834,sonichi,3,8,202,11,15.389,0
microsoft_SynapseML,1972,mhamilton723,71,1,6,1,88.578,1
microsoft_autogen,352,sonichi,2,5,4,5,870.668,0
microsoft_SynapseML,2070,mhamilton723,75,2,74,4,98.602,1
microsoft_SynapseML,2078,mhamilton723,75,1,1,1,18.775,1
microsoft_autogen,43,sonichi,1,2,45,2,58.789,1
microsoft_SynapseML,1961,mhamilton723,71,5,178,9,112.019,1
microsoft_SynapseML,1957,mhamilton723,71,4,23,4,52.999,1
microsoft_SynapseML,1948,mhamilton723,70,1,2,1,552.804,1
microsoft_SynapseML,2049,mhamilton723,74,3,10,3,522.994,1
microsoft_SynapseML,2047,mhamilton723,74,7,210,13,919.266,1
microsoft_teams-ai,694,kuojianlu,8,1,538,7,17.667,0
microsoft_semantic-kernel,148,adrianwyatt,0,3,50492,14,96.919,0
microsoft_generative-ai-for-beginners,230,carlotta94c,5,92,9424,170,346.967,0
microsoft_FLAML,1048,sonichi,32,10,244,15,83.589,1
microsoft_FLAML,986,sonichi,31,14,255,35,292.369,1
microsoft_FluidFramework,15613,noencke,44,5,1489,21,19.289,1
microsoft_Form-Recognizer-Toolkit,31,luzhang06,18,6,598,9,318.001,1
microsoft_SynapseML,1938,mhamilton723,70,6,30,6,1016.393,1
microsoft_gpt-review,77,dciborow,0,1,2,1,3.096,1
microsoft_gpt-review,1,dciborow,0,26,5571,88,30.209,1
microsoft_gpt-review,106,dciborow,0,2,5,2,1.08,1
microsoft_gpt-review,107,dciborow,0,6,19,6,0.79,1
microsoft_gpt-review,108,dciborow,0,3,6,3,94.094,1
microsoft_SynapseML,2019,mhamilton723,73,1,2,1,13.312,1
microsoft_SynapseML,2021,mhamilton723,73,14,172700,1157,28.493,1
microsoft_SynapseML,2023,mhamilton723,73,15,3479,42,371.78,1
microsoft_SynapseML,2029,mhamilton723,73,4,737762,7,91.417,1
microsoft_SynapseML,2033,mhamilton723,73,1,40,1,3.654,1
microsoft_SynapseML,2035,mhamilton723,73,1,2,1,34.448,1
microsoft_SynapseML,2041,mhamilton723,73,19,1323,39,815.393,1
microsoft_SynapseML,2042,mhamilton723,73,2,22,2,3.338,1
microsoft_SynapseML,2043,mhamilton723,74,3,17,6,9.533,1
microsoft_SynapseML,2045,mhamilton723,74,50,3704,176,1510.714,1
microsoft_gpt-review,21,dciborow,0,55,2577,97,116.338,1
microsoft_SynapseML,2036,mhamilton723,73,3,52,3,244.443,1
microsoft_SynapseML,2013,mhamilton723,73,3,106,3,21.002,1
microsoft_SynapseML,2008,mhamilton723,73,14,218,16,80.136,1
microsoft_gpt-review,110,dciborow,1,4,24,4,2.283,1
microsoft_SynapseML,1976,mhamilton723,71,1,307,12,110.987,1
microsoft_SynapseML,1977,svotaw,71,21,1223,79,413.304,1
microsoft_SynapseML,1983,mhamilton723,72,1,2,1,0.671,1
microsoft_SynapseML,1984,mhamilton723,72,4,105,12,138.564,1
microsoft_SynapseML,2011,mhamilton723,73,1,23514,141,0.174,1
microsoft_SynapseML,1992,svotaw,72,4,139,4,45.577,1
microsoft_SynapseML,1995,mhamilton723,72,1,49,5,45.08,1
microsoft_SynapseML,1999,mhamilton723,72,1,87,1,3.754,1
microsoft_SynapseML,2000,mhamilton723,72,1,41,1,5.853,1
microsoft_SynapseML,2003,mhamilton723,72,6,128,7,145.597,1
microsoft_SynapseML,1988,svotaw,72,1,17,2,17.995,1
microsoft_SynapseML,1991,mhamilton723,72,1,7,2,112.697,1
microsoft_gpt-review,76,dciborow,0,10,108,10,14.891,1
microsoft_gpt-review,31,dciborow,0,4,142,4,1.093,1
microsoft_gpt-review,5,dciborow,0,30,617,34,69.985,1
microsoft_gpt-review,49,dciborow,0,1,6,1,16.219,1
microsoft_gpt-review,48,danay1999,0,12,476,17,22.24,1
microsoft_gpt-review,43,dciborow,0,2,2,2,1.258,1
microsoft_gpt-review,37,dciborow,0,1,30,1,0.139,1
microsoft_gpt-review,36,dciborow,0,1,2,1,0.101,1
microsoft_gpt-review,50,dciborow,0,6,34,6,4.02,1
microsoft_gpt-review,78,danay1999,0,6,267,18,4.055,1
microsoft_gpt-review,8,dciborow,0,2,4,2,0.028,1
microsoft_gpt-review,80,dciborow,0,2,11,3,12,1
microsoft_gpt-review,81,dciborow,0,1,6,1,0.288,1
microsoft_gpt-review,83,dciborow,0,6,75,12,66.417,1
microsoft_gpt-review,85,dciborow,0,6,239,26,61.855,1
microsoft_gpt-review,79,danay1999,0,42,901,69,7.44,1
microsoft_gpt-review,86,dciborow,0,5,75,8,61.485,1
microsoft_gpt-review,54,dciborow,0,11,325,19,1.927,1
microsoft_gpt-review,57,dciborow,0,1,2,1,2.849,1
microsoft_gpt-review,75,dciborow,0,1,2,1,1.031,1
microsoft_gpt-review,74,dciborow,0,2,64,6,8.648,1
microsoft_gpt-review,73,danay1999,0,4,16,4,5.941,1
microsoft_gpt-review,72,danay1999,0,1,2,1,9.423,1
microsoft_gpt-review,71,danay1999,0,1,2,1,9.119,1
microsoft_gpt-review,70,danay1999,0,19,153,24,19.837,1
microsoft_gpt-review,56,dciborow,0,1,2,1,3.05,1
microsoft_gpt-review,69,danay1999,0,16,303,20,0.447,1
microsoft_gpt-review,65,danay1999,0,6,26,6,14.021,1
microsoft_gpt-review,64,danay1999,0,7,59,9,11.725,1
microsoft_gpt-review,61,dciborow,0,9,23,10,0.636,1
microsoft_gpt-review,60,dciborow,0,27,571,39,22.53,1
microsoft_gpt-review,6,danay1999,0,22,795,36,65.593,1
microsoft_gpt-review,59,dciborow,0,5,67,5,3.699,1
microsoft_gpt-review,66,dciborow,0,27,411,35,15.532,1
microsoft_gpt-review,87,dciborow,0,1,2,1,6.264,1
microsoft_gpt-review,55,dciborow,0,13,936,19,0.329,1
microsoft_gpt-review,97,dciborow,0,1,2,1,0.91,1
microsoft_gpt-review,90,dciborow,0,2,66,12,0.213,1
microsoft_DeepSpeed,1204,jeffra,17,5,54,7,355.865,0
microsoft_DeepSpeed,1622,tjruwase,22,2,85,8,4.313,0
microsoft_DeepSpeed,2289,jeffra,31,1,3,1,122.766,0
microsoft_DeepSpeed,3629,tjruwase,40,1,67,7,1711.192,0
microsoft_DeepSpeed-MII,31,mrwyattii,1,9,419,19,25.294,0
microsoft_Megatron-DeepSpeed,291,tjruwase,28,1,84,1,174.772,0
microsoft_PubSec-Info-Assistant,308,dayland,8,17,1906,82,3306.595,0
microsoft_gpt-review,35,dciborow,0,7,67,9,2.806,1
microsoft_Megatron-DeepSpeed,102,mrwyattii,17,1,175,3,112.589,0
microsoft_promptflow,2339,riddlexu,8,4,109,6,22.136,1
microsoft_gpt-review,99,dciborow,0,8,208,27,7.181,1
minosvasilias_toolformer-zero,11,minosvasilias,0,1,52,2,5.843,0
minosvasilias_toolformer-zero,10,minosvasilias,0,1,84,2,0.588,0
mlcommons_GaNDLF,855,sarthakpati,37,2,65,16,16.888,1
mlflow_mlflow,8155,harupy,57,12,2178,36,329.371,1
modularml_max,30,bethebunny,0,1,2770,15,1.994,0
module-federation_core,875,scriptedalchemy,30,42,6234,110,36.641,0
module-federation_core,770,scriptedalchemy,29,23,5332,87,59.226,0
mon5termatt_medicat_installer,69,mon5termatt,25,2,32,2,20.237,0
mosaicml_llm-foundry,272,dskhudia,1,2,38,2,3.134,0
mosaicml_llm-foundry,210,vchiley,0,10,509,17,43.325,0
mosaicml_examples,94,dskhudia,7,1,8,1,67.767,0
mosaicml_examples,55,abhi-mosaic,6,11,235,17,4.048,0
mosaicml_examples,422,tianshuc,13,4,256,16,5.821,0
mosaicml_composer,731,ravi-mosaicml,5,14,578,16,15.697,0
mosaicml_composer,2146,eracah,18,4,116,6,19.73,0
mosaicml_examples,25,landanjs,5,48,1954,87,190.274,0
mudita_MuditaOS,2274,dariuszsabala,25,1,213,10,504.369,0
mudler_LocalAI,2196,mudler,13,2,24,4,73.058,0
n0-computer_iroh,1124,rklaehn,15,1,312,4,4.886,1
n3d1117_chatgpt-telegram-bot,457,n3d1117,11,10,867,27,784.044,0
n3d1117_chatgpt-telegram-bot,101,n3d1117,3,4,498,4,565.189,0
neelnanda-io_TransformerLens,245,jbloomaus,7,13,177,15,44.319,1
neo-project_neo,2925,shargon,100,30,1212,37,2408.895,1
neoforged_NeoForge,716,minecraftschurli,8,14,1423,56,70.466,1
neondatabase_website,1598,danieltprice,36,3,10,3,21.587,1
neuralmagic_sparseml,2062,bfineran,38,3,595,20,24.859,0
ngaut_jarvis,26,ngaut,2,2,112,2,1.31,1
nginx_agent,237,dhurley,7,6,472,19,202.953,0
nginx_agent,239,dhurley,7,2,140,13,184.679,0
nginx_agent,238,dhurley,7,4,316,9,184.575,0
ni_meta-nilrt,134,amstewart,79,1,9,1,18.104,0
nix-community_disko,273,mergify[bot],52,1,74,1,52.972,0
nodejs_nodejs.org,6615,ovflowd,105,12,115,12,264.808,1
nomad-coe_greenX,57,fdelesma,20,1,14,1,3.851,1
nonebot_nonebot2,1651,yanyongyu,29,1,19,1,16.733,0
numbersprotocol_capture-lite,2868,sultanmyrza,36,23,1131,60,143.682,1
nushell_nushell,9290,fdncred,48,16,1746,22,797.563,1
nventive_UnoApplicationTemplate,328,lee31416,36,1,219,12,25.169,1
oamg_convert2rhel,223,bocekm,15,5,3050,24,4646.01,0
obophenotype_cell-ontology,1979,aleixpuigb,95,6,351,24,952.509,1
obsidianmd_obsidian-releases,1871,liamcain,35,2,11,2,513.935,1
ocademy-ai_machine-learning,386,zhangqi444,11,4,1146,4,319.928,1
ocademy-ai_machine-learning,346,zhangqi444,11,4,1583,4,45.157,1
ocademy-ai_machine-learning,336,zhangqi444,11,4,979,4,34.694,1
ocaml_opam-repository,22790,kit-ty-kate,126,1,4,2,4.247,0
okp4_docs,362,mdechampg,21,1,12,2,1.059,1
one-among-us_data,150,twinsherry,24,9,525,30,112.344,0
onlydustxyz_marketplace-frontend,1538,pixelfact,18,43,3717,168,119.489,0
onnx_models,517,jcwchen,54,2,398,19,346.303,0
onnx_models,484,wenbingl,49,2,377,32,16.332,0
onnx_onnx-mlir,1148,etiotto,23,1,9,3,18.051,0
opa334_Dopamine,369,opa334,12,3,25,3,38.703,0
open-compass_opencompass,680,tonysy,5,9,3838,90,74.961,0
open-neuromorphic_open-neuromorphic.github.io,179,biphasic,14,1,13,1,12.136,1
open-space-collective_open-space-toolkit-astrodynamics,296,apaletta3,65,5,20,6,668.321,1
open-space-collective_open-space-toolkit-astrodynamics,305,phc1990,66,9,1509,57,387.358,1
open-space-collective_open-space-toolkit-astrodynamics,333,apaletta3,67,6,2589,37,390.935,0
open5e_open5e-api,133,eepmoody,49,1,29,2,99.017,1
openSUSE_libstorage-ng,353,aschnell,35,1,31,3,12.68,0
openai_evals,771,andrew-openai,2,12,57,14,1123.362,1
openai_evals,1116,andrew-openai,4,2,15,3,22.351,1
openai_evals,1021,andrew-openai,4,9,736,17,963.581,1
openai_chatgpt-retrieval-plugin,110,isafulf,0,1,4,1,25.006,1
openai_evals,516,andrew-openai,2,2,1194,3,544.371,1
openai-php_laravel,65,gehrisandro,9,1,6,1,257.081,0
