,phase,project_gpt,pull_number_gpt,is_gpt_pr,event_gpt,factor_gpt,factor_gpt_norm,duration_gpt,project_no_gpt,pull_number_no_gpt,is_no_gpt_pr,event_no_gpt,factor_no_gpt,factor_no_gpt_norm,duration_no_gpt,jaccard_distance,jaccard_similiarity,manhattan_distance,cosine_distance,cosine_similarity,euclidean_distance
91,at_review,Codium-ai_pr-agent,746,GPT PR,gpt assistance,[0 0 0 8],[0. 0. 0. 1.],1.054,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
92,at_review,Codium-ai_pr-agent,747,GPT PR,gpt assistance,[0 0 0 8],[0. 0. 0. 1.],0.282,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
93,at_review,Codium-ai_pr-agent,748,GPT PR,gpt assistance,[0 0 0 8],[0. 0. 0. 1.],8.824,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
94,at_review,Codium-ai_pr-agent,750,GPT PR,gpt assistance,[0 0 0 8],[0. 0. 0. 1.],1.611,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
95,at_review,Codium-ai_pr-agent,751,GPT PR,gpt assistance,[0 0 0 8],[0. 0. 0. 1.],48.923,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
96,at_review,Codium-ai_pr-agent,757,GPT PR,gpt assistance,[ 5 13 72  8],[0.    0.119 1.    0.045],23.402,microsoft_PubSec-Info-Assistant,308,Not GPT PR,not gpt assistance,[  4  38 271   8],[0.    0.127 1.    0.015],74.299,0.0,1.0,0.038,0.005,0.995,0.031
97,at_review,Codium-ai_pr-agent,759,GPT PR,gpt assistance,[0 0 0 8],[0. 0. 0. 1.],0.861,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
98,at_review,Codium-ai_pr-agent,762,GPT PR,gpt assistance,[0 0 0 8],[0. 0. 0. 1.],0.089,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
99,at_review,Codium-ai_pr-agent,764,GPT PR,gpt assistance,[0 0 0 8],[0. 0. 0. 1.],0.757,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
100,at_review,Codium-ai_pr-agent,769,GPT PR,gpt assistance,[0 0 0 8],[0. 0. 0. 1.],21.184,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
101,at_review,Codium-ai_pr-agent,772,GPT PR,gpt assistance,[0 0 0 8],[0. 0. 0. 1.],0.424,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
102,at_review,Codium-ai_pr-agent,775,GPT PR,gpt assistance,[0 0 0 8],[0. 0. 0. 1.],3.811,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
103,at_review,Codium-ai_pr-agent,776,GPT PR,gpt assistance,[0 0 0 8],[0. 0. 0. 1.],6.828,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
104,at_review,Codium-ai_pr-agent,786,GPT PR,gpt assistance,[0 0 0 8],[0. 0. 0. 1.],2.22,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
105,at_review,Codium-ai_pr-agent,793,GPT PR,gpt assistance,[0 0 0 8],[0. 0. 0. 1.],0.179,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
106,at_review,Codium-ai_pr-agent,804,GPT PR,gpt assistance,[0 0 0 8],[0. 0. 0. 1.],0.098,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
107,at_review,Codium-ai_pr-agent,805,GPT PR,gpt assistance,[0 0 0 8],[0. 0. 0. 1.],0.944,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
108,at_review,Codium-ai_pr-agent,809,GPT PR,gpt assistance,[0 0 0 9],[0. 0. 0. 1.],852.75,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
109,at_review,Codium-ai_pr-agent,810,GPT PR,gpt assistance,[0 0 0 8],[0. 0. 0. 1.],0.674,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
110,at_review,Codium-ai_pr-agent,815,GPT PR,gpt assistance,[0 0 0 8],[0. 0. 0. 1.],106.343,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
111,at_review,Codium-ai_pr-agent,817,GPT PR,gpt assistance,[0 0 0 8],[0. 0. 0. 1.],54.251,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
112,at_review,DragonOS-Community_DragonOS,578,GPT PR,gpt assistance,[ 0  0  0 25],[0. 0. 0. 1.],1.06,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
113,at_review,DragonOS-Community_DragonOS,579,GPT PR,gpt assistance,[ 0  0  0 25],[0. 0. 0. 1.],0.064,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
114,at_review,DragonOS-Community_DragonOS,592,GPT PR,gpt assistance,[ 0  0  0 25],[0. 0. 0. 1.],0.126,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
115,at_review,DragonOS-Community_DragonOS,596,GPT PR,gpt assistance,[ 0  0  0 25],[0. 0. 0. 1.],0.549,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
116,at_review,DragonOS-Community_DragonOS,600,GPT PR,gpt assistance,[ 0  0  0 25],[0. 0. 0. 1.],1.484,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
117,at_review,DragonOS-Community_DragonOS,601,GPT PR,gpt assistance,[ 0  0  0 25],[0. 0. 0. 1.],2.384,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
118,at_review,DragonOS-Community_DragonOS,602,GPT PR,gpt assistance,[ 0  0  0 25],[0. 0. 0. 1.],0.814,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
119,at_review,DragonOS-Community_DragonOS,603,GPT PR,gpt assistance,[ 0  0  0 25],[0. 0. 0. 1.],1.0,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
120,at_review,DragonOS-Community_DragonOS,606,GPT PR,gpt assistance,[ 0  0  0 25],[0. 0. 0. 1.],0.177,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
121,at_review,DragonOS-Community_DragonOS,607,GPT PR,gpt assistance,[ 0  0  0 26],[0. 0. 0. 1.],0.736,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
122,at_review,DragonOS-Community_DragonOS,609,GPT PR,gpt assistance,[ 1  1  2 26],[0.   0.   0.04 1.  ],16.233,Econify_ad.js,122,Not GPT PR,not gpt assistance,[ 1  1  2 27],[0.    0.    0.038 1.   ],0.074,0.0,1.0,0.002,0.0,1.0,0.002
123,at_review,DragonOS-Community_DragonOS,614,GPT PR,gpt assistance,[ 0  0  0 26],[0. 0. 0. 1.],2.177,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
124,at_review,DragonOS-Community_DragonOS,615,GPT PR,gpt assistance,[ 0  0  0 26],[0. 0. 0. 1.],2.7,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
125,at_review,EyuCoder_chatgpt-pro,22,GPT PR,gpt assistance,[0 0 0 2],[0. 0. 0. 1.],1.136,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
126,at_review,FlowFuse_node-red-function-gpt,20,GPT PR,gpt assistance,[ 2  3 24  0],[0.083 0.125 1.    0.   ],59.95,radxa_debos-radxa,1,Not GPT PR,not gpt assistance,[ 11  14 139   0],[0.079 0.101 1.    0.   ],104.641,0.0,1.0,0.028,0.0,1.0,0.024
127,at_review,HumanCompatibleAI_tensor-trust,64,GPT PR,gpt assistance,[ 3  6 66  0],[0.045 0.091 1.    0.   ],49.803,mosaicml_examples,25,Not GPT PR,not gpt assistance,[  9  16 114   5],[0.037 0.101 1.    0.   ],26.753,0.0,1.0,0.018,0.003,0.997,0.013
128,at_review,Kanaries_graphic-walker,241,GPT PR,gpt assistance,[   1   42 9174   13],[0.    0.004 1.    0.001],20.443,apache_dubbo-go,2643,Not GPT PR,not gpt assistance,[   23   134 18635    67],[0.    0.006 1.    0.002],114.37,0.0,1.0,0.003,0.0,1.0,0.002
129,at_review,Kanaries_graphic-walker,253,GPT PR,gpt assistance,[ 0  0  0 14],[0. 0. 0. 1.],9.21,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
130,at_review,Kanaries_graphic-walker,254,GPT PR,gpt assistance,[ 0  0  0 14],[0. 0. 0. 1.],1.399,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
131,at_review,Kanaries_graphic-walker,255,GPT PR,gpt assistance,[ 1  2  8 14],[0.    0.077 0.538 1.   ],22.865,sparcs-kaist_taxi-front,769,Not GPT PR,not gpt assistance,[ 1  2 19 36],[0.    0.029 0.514 1.   ],0.721,0.0,1.0,0.072,0.004,0.996,0.054
132,at_review,Kanaries_graphic-walker,261,GPT PR,gpt assistance,[ 0  0  0 14],[0. 0. 0. 1.],28.955,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
133,at_review,Kanaries_graphic-walker,262,GPT PR,gpt assistance,[ 1  3 16 14],[0.    0.133 1.    0.867],14.87,zhongyang219_MusicPlayer2,604,Not GPT PR,not gpt assistance,[ 2  2 82 72],[0.    0.    1.    0.875],3.61,0.333,0.667,0.141,0.008,0.992,0.133
134,at_review,Kanaries_graphic-walker,264,GPT PR,gpt assistance,[ 0  0  0 14],[0. 0. 0. 1.],1.7,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
135,at_review,Kanaries_graphic-walker,267,GPT PR,gpt assistance,[ 0  0  0 14],[0. 0. 0. 1.],140.089,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
136,at_review,Kanaries_graphic-walker,269,GPT PR,gpt assistance,[ 1  1  2 14],[0.    0.    0.077 1.   ],0.486,obsidianmd_obsidian-releases,2618,Not GPT PR,not gpt assistance,[ 1  1  4 42],[0.    0.    0.073 1.   ],181.124,0.0,1.0,0.004,0.003,0.997,0.004
137,at_review,Kanaries_graphic-walker,270,GPT PR,gpt assistance,[ 2  2 41 15],[0.    0.    1.    0.333],234.379,patterns-ai-core_langchainrb,387,Not GPT PR,not gpt assistance,[ 3  3 12  6],[0.    0.    1.    0.333],0.961,0.0,1.0,0.0,0.035,0.965,0.0
138,at_review,Kanaries_graphic-walker,274,GPT PR,gpt assistance,[ 0  0  0 14],[0. 0. 0. 1.],0.094,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
139,at_review,Kanaries_graphic-walker,276,GPT PR,gpt assistance,[ 0  0  0 14],[0. 0. 0. 1.],2.574,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
140,at_review,Kanaries_graphic-walker,278,GPT PR,gpt assistance,[ 0  0  0 14],[0. 0. 0. 1.],0.124,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
141,at_review,Kanaries_graphic-walker,284,GPT PR,gpt assistance,[ 4  5 78 15],[0.    0.014 1.    0.149],42.056,stanford-crfm_levanter,404,Not GPT PR,not gpt assistance,[  3   3 112  19],[0.    0.    1.    0.147],64.383,0.333,0.667,0.016,0.001,0.999,0.014
142,at_review,Kanaries_graphic-walker,288,GPT PR,gpt assistance,[  4  14 225  15],[0.    0.045 1.    0.05 ],44.25,INCATools_ontology-access-kit,705,Not GPT PR,not gpt assistance,[  4  19 325  23],[0.    0.047 1.    0.059],8.468,0.0,1.0,0.011,0.0,1.0,0.009
143,at_review,Kanaries_graphic-walker,289,GPT PR,gpt assistance,[ 0  0  0 15],[0. 0. 0. 1.],44.14,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
144,at_review,Kanaries_graphic-walker,291,GPT PR,gpt assistance,[ 0  0  0 15],[0. 0. 0. 1.],43.696,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
145,at_review,Kanaries_graphic-walker,295,GPT PR,gpt assistance,[ 0  0  0 15],[0. 0. 0. 1.],1.171,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
146,at_review,Kanaries_graphic-walker,297,GPT PR,gpt assistance,[ 1  1  2 15],[0.    0.    0.071 1.   ],16.609,obsidianmd_obsidian-releases,2618,Not GPT PR,not gpt assistance,[ 1  1  4 42],[0.    0.    0.073 1.   ],181.124,0.0,1.0,0.002,0.002,0.998,0.002
147,at_review,Kanaries_graphic-walker,300,GPT PR,gpt assistance,[  2  10 512  15],[0.    0.016 1.    0.025],17.659,JohnSnowLabs_langtest,650,Not GPT PR,not gpt assistance,[  6   9 189   8],[0.    0.016 1.    0.011],30.101,0.0,1.0,0.014,0.001,0.999,0.014
148,at_review,Kanaries_graphic-walker,305,GPT PR,gpt assistance,[ 0  0  0 15],[0. 0. 0. 1.],3.281,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
149,at_review,Kanaries_graphic-walker,308,GPT PR,gpt assistance,[ 0  0  0 15],[0. 0. 0. 1.],22.137,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
150,at_review,Kanaries_graphic-walker,310,GPT PR,gpt assistance,[ 0  0  0 15],[0. 0. 0. 1.],0.084,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
151,at_review,Kanaries_graphic-walker,314,GPT PR,gpt assistance,[ 1  1  4 16],[0.  0.  0.2 1. ],0.403,aws-samples_awsome-distributed-training,246,Not GPT PR,not gpt assistance,[1 1 2 6],[0.  0.  0.2 1. ],96.293,0.0,1.0,0.0,0.012,0.988,0.0
152,at_review,Kanaries_graphic-walker,319,GPT PR,gpt assistance,[ 1  1  1 16],[0. 0. 0. 1.],5.337,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.006,0.994,0.0
153,at_review,Kanaries_graphic-walker,320,GPT PR,gpt assistance,[ 0  0  0 16],[0. 0. 0. 1.],0.351,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
154,at_review,Kanaries_graphic-walker,321,GPT PR,gpt assistance,[ 1  2 11 16],[0.    0.067 0.667 1.   ],0.221,yast_yast-storage-ng,127,Not GPT PR,not gpt assistance,[ 1  2  8 12],[0.    0.091 0.636 1.   ],166.483,0.0,1.0,0.055,0.001,0.999,0.039
155,at_review,Kanaries_graphic-walker,323,GPT PR,gpt assistance,[  1  10 602  16],[0.    0.015 1.    0.025],5.101,JohnSnowLabs_langtest,650,Not GPT PR,not gpt assistance,[  6   9 189   8],[0.    0.016 1.    0.011],30.101,0.0,1.0,0.015,0.001,0.999,0.014
156,at_review,Kanaries_graphic-walker,327,GPT PR,gpt assistance,[ 0  0  0 16],[0. 0. 0. 1.],0.074,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
157,at_review,Kanaries_graphic-walker,331,GPT PR,gpt assistance,[ 0  0  0 17],[0. 0. 0. 1.],34.441,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
158,at_review,Kanaries_graphic-walker,332,GPT PR,gpt assistance,[ 1  7 51 17],[0.   0.12 1.   0.32],5.614,JMRI_JMRI,8467,Not GPT PR,not gpt assistance,[  2   4 159  55],[0.    0.013 1.    0.338],281.619,0.0,1.0,0.125,0.006,0.994,0.109
159,at_review,Kanaries_graphic-walker,333,GPT PR,gpt assistance,[ 0  0  0 17],[0. 0. 0. 1.],5.248,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
160,at_review,Kanaries_graphic-walker,334,GPT PR,gpt assistance,[ 0  0  0 17],[0. 0. 0. 1.],0.428,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
161,at_review,Kanaries_graphic-walker,335,GPT PR,gpt assistance,[ 0  0  0 17],[0. 0. 0. 1.],1.826,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
162,at_review,Kanaries_graphic-walker,336,GPT PR,gpt assistance,[ 0  0  0 17],[0. 0. 0. 1.],1.882,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
163,at_review,Kanaries_graphic-walker,337,GPT PR,gpt assistance,[ 0  0  0 17],[0. 0. 0. 1.],1.455,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
164,at_review,Kanaries_graphic-walker,345,GPT PR,gpt assistance,[ 0  0  0 17],[0. 0. 0. 1.],0.921,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
165,at_review,Kanaries_graphic-walker,346,GPT PR,gpt assistance,[ 0  0  0 17],[0. 0. 0. 1.],0.197,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
166,at_review,Kanaries_graphic-walker,349,GPT PR,gpt assistance,[  2   2 288  18],[0.    0.    1.    0.056],8.65,MichaIng_DietPi-Docs,371,Not GPT PR,not gpt assistance,[  1   1 118   7],[0.    0.    1.    0.051],13.752,0.0,1.0,0.005,0.0,1.0,0.005
167,at_review,Kanaries_graphic-walker,352,GPT PR,gpt assistance,[  1   6 260  18],[0.    0.019 1.    0.066],1.211,PaddlePaddle_Paddle,33771,Not GPT PR,not gpt assistance,[ 11  24 599  59],[0.    0.022 1.    0.082],616.801,0.0,1.0,0.019,0.001,0.999,0.016
168,at_review,Kanaries_graphic-walker,353,GPT PR,gpt assistance,[ 0  0  0 18],[0. 0. 0. 1.],0.032,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
169,at_review,Kanaries_graphic-walker,355,GPT PR,gpt assistance,[ 0  0  0 18],[0. 0. 0. 1.],21.891,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
170,at_review,Kanaries_graphic-walker,356,GPT PR,gpt assistance,[ 1  1 47 18],[0.   0.   1.   0.37],21.842,0xk1h0_ChatGPT_DAN,62,Not GPT PR,not gpt assistance,[1 1 6 3],[0.  0.  1.  0.4],2.539,0.0,1.0,0.03,0.021,0.979,0.03
171,at_review,Kanaries_graphic-walker,359,GPT PR,gpt assistance,[ 1  1  2 18],[0.    0.    0.059 1.   ],0.196,V4Fire_Client,1095,Not GPT PR,not gpt assistance,[ 2  2  6 78],[0.    0.    0.053 1.   ],0.271,0.0,1.0,0.006,0.001,0.999,0.006
172,at_review,Kanaries_graphic-walker,364,GPT PR,gpt assistance,[ 0  0  0 18],[0. 0. 0. 1.],0.401,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
173,at_review,Kanaries_graphic-walker,365,GPT PR,gpt assistance,[ 0  0  0 18],[0. 0. 0. 1.],0.398,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
174,at_review,Kanaries_graphic-walker,372,GPT PR,gpt assistance,[ 0  0  0 18],[0. 0. 0. 1.],0.988,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
175,at_review,Kanaries_graphic-walker,374,GPT PR,gpt assistance,[ 2  3 97 18],[0.    0.011 1.    0.168],51.936,Dataherald_dataherald,247,Not GPT PR,not gpt assistance,[ 2  2 14  4],[0.    0.    1.    0.167],0.54,0.333,0.667,0.012,0.017,0.983,0.011
176,at_review,Kanaries_graphic-walker,375,GPT PR,gpt assistance,[ 0  0  0 19],[0. 0. 0. 1.],5.698,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
177,at_review,Kanaries_graphic-walker,377,GPT PR,gpt assistance,[  1   4 153  19],[0.    0.02  1.    0.118],159.662,risingwavelabs_risingwave,8546,Not GPT PR,not gpt assistance,[ 5  6 67 13],[0.    0.016 1.    0.129],1.041,0.0,1.0,0.015,0.006,0.994,0.012
178,at_review,LI-Mingyu_cndev-tutorial,13,GPT PR,gpt assistance,[ 0  0  0 23],[0. 0. 0. 1.],11525.013,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
179,at_review,LI-Mingyu_cndev-tutorial,2,GPT PR,gpt assistance,[ 0  0  0 23],[0. 0. 0. 1.],12508.225,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
180,at_review,LI-Mingyu_cndev-tutorial,23,GPT PR,gpt assistance,[ 0  0  0 27],[0. 0. 0. 1.],207.383,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
181,at_review,ManagedKube_kubernetes-ops,430,GPT PR,gpt assistance,[ 2  2 54 46],[0.    0.    1.    0.846],0.369,microsoft_DeepSpeed,1204,Not GPT PR,not gpt assistance,[ 4  4 19 17],[0.    0.    1.    0.867],355.537,0.0,1.0,0.021,0.016,0.984,0.021
182,at_review,MatteoFasulo_Whisper-TikTok,30,GPT PR,gpt assistance,[0 0 0 9],[0. 0. 0. 1.],1.671,EleutherAI_lm-evaluation-harness,902,Not GPT PR,not gpt assistance,[ 0  0  0 37],[0. 0. 0. 1.],0.001,0.0,1.0,0.0,0.0,1.0,0.0
